datetime,temperature_2m_c,date,year,month,day,hour,day_of_year,weekday
2018-11-29 03:00:00,22.40,2018-11-29,2018,11,29,3,333,Thursday
2018-11-29 04:00:00,21.20,2018-11-29,2018,11,29,4,333,Thursday
2018-11-29 05:00:00,22.20,2018-11-29,2018,11,29,5,333,Thursday
2018-11-29 06:00:00,22.50,2018-11-29,2018,11,29,6,333,Thursday
2018-11-29 07:00:00,23.30,2018-11-29,2018,11,29,7,333,Thursday
2018-11-29 08:00:00,24.40,2018-11-29,2018,11,29,8,333,Thursday
2018-11-29 09:00:00,25.50,2018-11-29,2018,11,29,9,333,Thursday
2018-11-29 10:00:00,26.70,2018-11-29,2018,11,29,10,333,Thursday
2018-11-29 11:00:00,27.00,2018-11-29,2018,11,29,11,333,Thursday
2018-11-29 12:00:00,26.80,2018-11-29,2018,11,29,12,333,Thursday
2018-11-29 13:00:00,26.40,2018-11-29,2018,11,29,13,333,Thursday
2018-11-29 14:00:00,26.00,2018-11-29,2018,11,29,14,333,Thursday
2018-11-29 15:00:00,25.90,2018-11-29,2018,11,29,15,333,Thursday
2018-11-29 16:00:00,25.90,2018-11-29,2018,11,29,16,333,Thursday
2018-11-29 17:00:00,25.50,2018-11-29,2018,11,29,17,333,Thursday
2018-11-29 18:00:00,24.90,2018-11-29,2018,11,29,18,333,Thursday
2018-11-29 19:00:00,24.60,2018-11-29,2018,11,29,19,333,Thursday
2018-11-29 20:00:00,24.80,2018-11-29,2018,11,29,20,333,Thursday
2018-11-29 21:00:00,24.20,2018-11-29,2018,11,29,21,333,Thursday
2018-11-29 22:00:00,25.00,2018-11-29,2018,11,29,22,333,Thursday
2018-11-29 23:00:00,24.70,2018-11-29,2018,11,29,23,333,Thursday
2018-11-30 00:00:00,23.30,2018-11-30,2018,11,30,0,334,Friday
2018-11-30 01:00:00,22.90,2018-11-30,2018,11,30,1,334,Friday
2018-11-30 02:00:00,23.50,2018-11-30,2018,11,30,2,334,Friday
2018-11-30 03:00:00,22.50,2018-11-30,2018,11,30,3,334,Friday
2018-11-30 04:00:00,22.50,2018-11-30,2018,11,30,4,334,Friday
2018-11-30 05:00:00,22.90,2018-11-30,2018,11,30,5,334,Friday
2018-11-30 06:00:00,23.90,2018-11-30,2018,11,30,6,334,Friday
2018-11-30 07:00:00,25.30,2018-11-30,2018,11,30,7,334,Friday
2018-11-30 08:00:00,27.20,2018-11-30,2018,11,30,8,334,Friday
2018-11-30 09:00:00,28.70,2018-11-30,2018,11,30,9,334,Friday
2018-11-30 10:00:00,29.90,2018-11-30,2018,11,30,10,334,Friday
2018-11-30 11:00:00,29.00,2018-11-30,2018,11,30,11,334,Friday
2018-11-30 12:00:00,28.10,2018-11-30,2018,11,30,12,334,Friday
2018-11-30 13:00:00,29.10,2018-11-30,2018,11,30,13,334,Friday
2018-11-30 14:00:00,30.50,2018-11-30,2018,11,30,14,334,Friday
2018-11-30 15:00:00,30.00,2018-11-30,2018,11,30,15,334,Friday
2018-11-30 16:00:00,29.30,2018-11-30,2018,11,30,16,334,Friday
2018-11-30 17:00:00,29.00,2018-11-30,2018,11,30,17,334,Friday
2018-11-30 18:00:00,28.00,2018-11-30,2018,11,30,18,334,Friday
2018-11-30 19:00:00,27.10,2018-11-30,2018,11,30,19,334,Friday
2018-11-30 20:00:00,26.60,2018-11-30,2018,11,30,20,334,Friday
2018-11-30 21:00:00,27.60,2018-11-30,2018,11,30,21,334,Friday
2018-11-30 22:00:00,27.30,2018-11-30,2018,11,30,22,334,Friday
2018-11-30 23:00:00,27.00,2018-11-30,2018,11,30,23,334,Friday
2018-12-01 00:00:00,26.80,2018-12-01,2018,12,1,0,335,Saturday
2018-12-01 01:00:00,26.30,2018-12-01,2018,12,1,1,335,Saturday
2018-12-01 02:00:00,25.30,2018-12-01,2018,12,1,2,335,Saturday
2018-12-01 03:00:00,24.50,2018-12-01,2018,12,1,3,335,Saturday
2018-12-01 04:00:00,23.90,2018-12-01,2018,12,1,4,335,Saturday
2018-12-01 05:00:00,24.00,2018-12-01,2018,12,1,5,335,Saturday
2018-12-01 06:00:00,23.70,2018-12-01,2018,12,1,6,335,Saturday
2018-12-01 07:00:00,23.30,2018-12-01,2018,12,1,7,335,Saturday
2018-12-01 08:00:00,23.80,2018-12-01,2018,12,1,8,335,Saturday
2018-12-01 09:00:00,25.00,2018-12-01,2018,12,1,9,335,Saturday
2018-12-01 10:00:00,25.30,2018-12-01,2018,12,1,10,335,Saturday
2018-12-01 11:00:00,25.80,2018-12-01,2018,12,1,11,335,Saturday
2018-12-01 12:00:00,26.80,2018-12-01,2018,12,1,12,335,Saturday
2018-12-01 13:00:00,26.60,2018-12-01,2018,12,1,13,335,Saturday
2018-12-01 14:00:00,26.40,2018-12-01,2018,12,1,14,335,Saturday
2018-12-01 15:00:00,25.50,2018-12-01,2018,12,1,15,335,Saturday
2018-12-01 16:00:00,25.50,2018-12-01,2018,12,1,16,335,Saturday
2018-12-01 17:00:00,25.40,2018-12-01,2018,12,1,17,335,Saturday
2018-12-01 18:00:00,24.80,2018-12-01,2018,12,1,18,335,Saturday
2018-12-01 19:00:00,24.20,2018-12-01,2018,12,1,19,335,Saturday
2018-12-01 20:00:00,24.00,2018-12-01,2018,12,1,20,335,Saturday
2018-12-01 21:00:00,25.00,2018-12-01,2018,12,1,21,335,Saturday
2018-12-01 22:00:00,24.70,2018-12-01,2018,12,1,22,335,Saturday
2018-12-01 23:00:00,24.50,2018-12-01,2018,12,1,23,335,Saturday
2018-12-02 00:00:00,24.50,2018-12-02,2018,12,2,0,336,Sunday
2018-12-02 01:00:00,23.80,2018-12-02,2018,12,2,1,336,Sunday
2018-12-02 02:00:00,23.60,2018-12-02,2018,12,2,2,336,Sunday
2018-12-02 03:00:00,23.30,2018-12-02,2018,12,2,3,336,Sunday
2018-12-02 04:00:00,23.10,2018-12-02,2018,12,2,4,336,Sunday
2018-12-02 05:00:00,23.30,2018-12-02,2018,12,2,5,336,Sunday
2018-12-02 06:00:00,24.20,2018-12-02,2018,12,2,6,336,Sunday
2018-12-02 07:00:00,25.20,2018-12-02,2018,12,2,7,336,Sunday
2018-12-02 08:00:00,26.40,2018-12-02,2018,12,2,8,336,Sunday
2018-12-02 09:00:00,26.30,2018-12-02,2018,12,2,9,336,Sunday
2018-12-02 10:00:00,25.80,2018-12-02,2018,12,2,10,336,Sunday
2018-12-02 11:00:00,26.00,2018-12-02,2018,12,2,11,336,Sunday
2018-12-02 12:00:00,26.20,2018-12-02,2018,12,2,12,336,Sunday
2018-12-02 13:00:00,25.90,2018-12-02,2018,12,2,13,336,Sunday
2018-12-02 14:00:00,25.90,2018-12-02,2018,12,2,14,336,Sunday
2018-12-02 15:00:00,25.40,2018-12-02,2018,12,2,15,336,Sunday
2018-12-02 16:00:00,24.80,2018-12-02,2018,12,2,16,336,Sunday
2018-12-02 17:00:00,24.40,2018-12-02,2018,12,2,17,336,Sunday
2018-12-02 18:00:00,23.80,2018-12-02,2018,12,2,18,336,Sunday
2018-12-02 19:00:00,23.20,2018-12-02,2018,12,2,19,336,Sunday
2018-12-02 20:00:00,23.20,2018-12-02,2018,12,2,20,336,Sunday
2018-12-02 21:00:00,23.30,2018-12-02,2018,12,2,21,336,Sunday
2018-12-02 22:00:00,23.20,2018-12-02,2018,12,2,22,336,Sunday
2018-12-02 23:00:00,23.10,2018-12-02,2018,12,2,23,336,Sunday
2018-12-03 00:00:00,22.60,2018-12-03,2018,12,3,0,337,Monday
2018-12-03 01:00:00,22.50,2018-12-03,2018,12,3,1,337,Monday
2018-12-03 02:00:00,22.30,2018-12-03,2018,12,3,2,337,Monday
2018-12-03 03:00:00,22.20,2018-12-03,2018,12,3,3,337,Monday
2018-12-03 04:00:00,22.10,2018-12-03,2018,12,3,4,337,Monday
2018-12-03 05:00:00,22.10,2018-12-03,2018,12,3,5,337,Monday
2018-12-03 06:00:00,23.00,2018-12-03,2018,12,3,6,337,Monday
2018-12-03 07:00:00,23.50,2018-12-03,2018,12,3,7,337,Monday
2018-12-03 08:00:00,23.90,2018-12-03,2018,12,3,8,337,Monday
2018-12-03 09:00:00,24.30,2018-12-03,2018,12,3,9,337,Monday
2018-12-03 10:00:00,24.80,2018-12-03,2018,12,3,10,337,Monday
2018-12-03 11:00:00,24.90,2018-12-03,2018,12,3,11,337,Monday
2018-12-03 12:00:00,24.90,2018-12-03,2018,12,3,12,337,Monday
2018-12-03 13:00:00,25.00,2018-12-03,2018,12,3,13,337,Monday
2018-12-03 14:00:00,25.10,2018-12-03,2018,12,3,14,337,Monday
2018-12-03 15:00:00,24.90,2018-12-03,2018,12,3,15,337,Monday
2018-12-03 16:00:00,24.70,2018-12-03,2018,12,3,16,337,Monday
2018-12-03 17:00:00,24.50,2018-12-03,2018,12,3,17,337,Monday
2018-12-03 18:00:00,23.90,2018-12-03,2018,12,3,18,337,Monday
2018-12-03 19:00:00,23.40,2018-12-03,2018,12,3,19,337,Monday
2018-12-03 20:00:00,23.20,2018-12-03,2018,12,3,20,337,Monday
2018-12-03 21:00:00,23.00,2018-12-03,2018,12,3,21,337,Monday
2018-12-03 22:00:00,22.80,2018-12-03,2018,12,3,22,337,Monday
2018-12-03 23:00:00,22.50,2018-12-03,2018,12,3,23,337,Monday
2018-12-04 00:00:00,22.30,2018-12-04,2018,12,4,0,338,Tuesday
2018-12-04 01:00:00,21.90,2018-12-04,2018,12,4,1,338,Tuesday
2018-12-04 02:00:00,21.80,2018-12-04,2018,12,4,2,338,Tuesday
2018-12-04 03:00:00,21.50,2018-12-04,2018,12,4,3,338,Tuesday
2018-12-04 04:00:00,21.10,2018-12-04,2018,12,4,4,338,Tuesday
2018-12-04 05:00:00,21.10,2018-12-04,2018,12,4,5,338,Tuesday
2018-12-04 06:00:00,22.40,2018-12-04,2018,12,4,6,338,Tuesday
2018-12-04 07:00:00,23.20,2018-12-04,2018,12,4,7,338,Tuesday
2018-12-04 08:00:00,24.20,2018-12-04,2018,12,4,8,338,Tuesday
2018-12-04 09:00:00,25.00,2018-12-04,2018,12,4,9,338,Tuesday
2018-12-04 10:00:00,26.00,2018-12-04,2018,12,4,10,338,Tuesday
2018-12-04 11:00:00,26.80,2018-12-04,2018,12,4,11,338,Tuesday
2018-12-04 12:00:00,26.40,2018-12-04,2018,12,4,12,338,Tuesday
2018-12-04 13:00:00,26.20,2018-12-04,2018,12,4,13,338,Tuesday
2018-12-04 14:00:00,26.50,2018-12-04,2018,12,4,14,338,Tuesday
2018-12-04 15:00:00,26.30,2018-12-04,2018,12,4,15,338,Tuesday
2018-12-04 16:00:00,25.80,2018-12-04,2018,12,4,16,338,Tuesday
2018-12-04 17:00:00,25.80,2018-12-04,2018,12,4,17,338,Tuesday
2018-12-04 18:00:00,25.50,2018-12-04,2018,12,4,18,338,Tuesday
2018-12-04 19:00:00,24.80,2018-12-04,2018,12,4,19,338,Tuesday
2018-12-04 20:00:00,24.40,2018-12-04,2018,12,4,20,338,Tuesday
2018-12-04 21:00:00,24.20,2018-12-04,2018,12,4,21,338,Tuesday
2018-12-04 22:00:00,23.70,2018-12-04,2018,12,4,22,338,Tuesday
2018-12-04 23:00:00,23.60,2018-12-04,2018,12,4,23,338,Tuesday
2018-12-05 00:00:00,23.40,2018-12-05,2018,12,5,0,339,Wednesday
2018-12-05 01:00:00,23.40,2018-12-05,2018,12,5,1,339,Wednesday
2018-12-05 02:00:00,22.90,2018-12-05,2018,12,5,2,339,Wednesday
2018-12-05 03:00:00,22.60,2018-12-05,2018,12,5,3,339,Wednesday
2018-12-05 04:00:00,22.30,2018-12-05,2018,12,5,4,339,Wednesday
2018-12-05 05:00:00,22.20,2018-12-05,2018,12,5,5,339,Wednesday
2018-12-05 06:00:00,23.90,2018-12-05,2018,12,5,6,339,Wednesday
2018-12-05 07:00:00,25.80,2018-12-05,2018,12,5,7,339,Wednesday
2018-12-05 08:00:00,27.40,2018-12-05,2018,12,5,8,339,Wednesday
2018-12-05 09:00:00,29.70,2018-12-05,2018,12,5,9,339,Wednesday
2018-12-05 10:00:00,31.30,2018-12-05,2018,12,5,10,339,Wednesday
2018-12-05 11:00:00,32.50,2018-12-05,2018,12,5,11,339,Wednesday
2018-12-05 12:00:00,33.30,2018-12-05,2018,12,5,12,339,Wednesday
2018-12-05 13:00:00,31.60,2018-12-05,2018,12,5,13,339,Wednesday
2018-12-05 14:00:00,29.50,2018-12-05,2018,12,5,14,339,Wednesday
2018-12-05 15:00:00,28.30,2018-12-05,2018,12,5,15,339,Wednesday
2018-12-05 16:00:00,27.00,2018-12-05,2018,12,5,16,339,Wednesday
2018-12-05 17:00:00,25.80,2018-12-05,2018,12,5,17,339,Wednesday
2018-12-05 18:00:00,25.00,2018-12-05,2018,12,5,18,339,Wednesday
2018-12-05 19:00:00,24.40,2018-12-05,2018,12,5,19,339,Wednesday
2018-12-05 20:00:00,24.20,2018-12-05,2018,12,5,20,339,Wednesday
2018-12-05 21:00:00,23.90,2018-12-05,2018,12,5,21,339,Wednesday
2018-12-05 22:00:00,23.70,2018-12-05,2018,12,5,22,339,Wednesday
2018-12-05 23:00:00,23.60,2018-12-05,2018,12,5,23,339,Wednesday
2018-12-06 00:00:00,23.40,2018-12-06,2018,12,6,0,340,Thursday
2018-12-06 01:00:00,23.20,2018-12-06,2018,12,6,1,340,Thursday
2018-12-06 02:00:00,22.90,2018-12-06,2018,12,6,2,340,Thursday
2018-12-06 03:00:00,22.80,2018-12-06,2018,12,6,3,340,Thursday
2018-12-06 04:00:00,22.80,2018-12-06,2018,12,6,4,340,Thursday
2018-12-06 05:00:00,22.70,2018-12-06,2018,12,6,5,340,Thursday
2018-12-06 06:00:00,23.20,2018-12-06,2018,12,6,6,340,Thursday
2018-12-06 07:00:00,23.90,2018-12-06,2018,12,6,7,340,Thursday
2018-12-06 08:00:00,24.70,2018-12-06,2018,12,6,8,340,Thursday
2018-12-06 09:00:00,25.10,2018-12-06,2018,12,6,9,340,Thursday
2018-12-06 10:00:00,25.90,2018-12-06,2018,12,6,10,340,Thursday
2018-12-06 11:00:00,25.90,2018-12-06,2018,12,6,11,340,Thursday
2018-12-06 12:00:00,25.90,2018-12-06,2018,12,6,12,340,Thursday
2018-12-06 13:00:00,25.60,2018-12-06,2018,12,6,13,340,Thursday
2018-12-06 14:00:00,25.50,2018-12-06,2018,12,6,14,340,Thursday
2018-12-06 15:00:00,25.10,2018-12-06,2018,12,6,15,340,Thursday
2018-12-06 16:00:00,24.90,2018-12-06,2018,12,6,16,340,Thursday
2018-12-06 17:00:00,24.50,2018-12-06,2018,12,6,17,340,Thursday
2018-12-06 18:00:00,24.20,2018-12-06,2018,12,6,18,340,Thursday
2018-12-06 19:00:00,24.00,2018-12-06,2018,12,6,19,340,Thursday
2018-12-06 20:00:00,24.00,2018-12-06,2018,12,6,20,340,Thursday
2018-12-06 21:00:00,23.00,2018-12-06,2018,12,6,21,340,Thursday
2018-12-06 22:00:00,23.10,2018-12-06,2018,12,6,22,340,Thursday
2018-12-06 23:00:00,23.10,2018-12-06,2018,12,6,23,340,Thursday
2018-12-07 00:00:00,22.90,2018-12-07,2018,12,7,0,341,Friday
2018-12-07 01:00:00,22.40,2018-12-07,2018,12,7,1,341,Friday
2018-12-07 02:00:00,21.90,2018-12-07,2018,12,7,2,341,Friday
2018-12-07 03:00:00,21.90,2018-12-07,2018,12,7,3,341,Friday
2018-12-07 04:00:00,21.90,2018-12-07,2018,12,7,4,341,Friday
2018-12-07 05:00:00,21.70,2018-12-07,2018,12,7,5,341,Friday
2018-12-07 06:00:00,21.80,2018-12-07,2018,12,7,6,341,Friday
2018-12-07 07:00:00,21.90,2018-12-07,2018,12,7,7,341,Friday
2018-12-07 08:00:00,21.80,2018-12-07,2018,12,7,8,341,Friday
2018-12-07 09:00:00,22.90,2018-12-07,2018,12,7,9,341,Friday
2018-12-07 10:00:00,23.30,2018-12-07,2018,12,7,10,341,Friday
2018-12-07 11:00:00,23.30,2018-12-07,2018,12,7,11,341,Friday
2018-12-07 12:00:00,23.80,2018-12-07,2018,12,7,12,341,Friday
2018-12-07 13:00:00,23.90,2018-12-07,2018,12,7,13,341,Friday
2018-12-07 14:00:00,23.80,2018-12-07,2018,12,7,14,341,Friday
2018-12-07 15:00:00,23.30,2018-12-07,2018,12,7,15,341,Friday
2018-12-07 16:00:00,22.80,2018-12-07,2018,12,7,16,341,Friday
2018-12-07 17:00:00,22.10,2018-12-07,2018,12,7,17,341,Friday
2018-12-07 18:00:00,21.80,2018-12-07,2018,12,7,18,341,Friday
2018-12-07 19:00:00,21.10,2018-12-07,2018,12,7,19,341,Friday
2018-12-07 20:00:00,21.00,2018-12-07,2018,12,7,20,341,Friday
2018-12-07 21:00:00,21.70,2018-12-07,2018,12,7,21,341,Friday
2018-12-07 22:00:00,21.20,2018-12-07,2018,12,7,22,341,Friday
2018-12-07 23:00:00,21.20,2018-12-07,2018,12,7,23,341,Friday
2018-12-08 00:00:00,21.00,2018-12-08,2018,12,8,0,342,Saturday
2018-12-08 01:00:00,20.90,2018-12-08,2018,12,8,1,342,Saturday
2018-12-08 02:00:00,20.50,2018-12-08,2018,12,8,2,342,Saturday
2018-12-08 03:00:00,20.30,2018-12-08,2018,12,8,3,342,Saturday
2018-12-08 04:00:00,20.20,2018-12-08,2018,12,8,4,342,Saturday
2018-12-08 05:00:00,20.20,2018-12-08,2018,12,8,5,342,Saturday
2018-12-08 06:00:00,19.90,2018-12-08,2018,12,8,6,342,Saturday
2018-12-08 07:00:00,20.30,2018-12-08,2018,12,8,7,342,Saturday
2018-12-08 08:00:00,20.60,2018-12-08,2018,12,8,8,342,Saturday
2018-12-08 09:00:00,20.40,2018-12-08,2018,12,8,9,342,Saturday
2018-12-08 10:00:00,20.60,2018-12-08,2018,12,8,10,342,Saturday
2018-12-08 11:00:00,21.20,2018-12-08,2018,12,8,11,342,Saturday
2018-12-08 12:00:00,22.30,2018-12-08,2018,12,8,12,342,Saturday
2018-12-08 13:00:00,22.80,2018-12-08,2018,12,8,13,342,Saturday
2018-12-08 14:00:00,22.80,2018-12-08,2018,12,8,14,342,Saturday
2018-12-08 15:00:00,22.70,2018-12-08,2018,12,8,15,342,Saturday
2018-12-08 16:00:00,22.30,2018-12-08,2018,12,8,16,342,Saturday
2018-12-08 17:00:00,22.20,2018-12-08,2018,12,8,17,342,Saturday
2018-12-08 18:00:00,21.90,2018-12-08,2018,12,8,18,342,Saturday
2018-12-08 19:00:00,21.50,2018-12-08,2018,12,8,19,342,Saturday
2018-12-08 20:00:00,21.40,2018-12-08,2018,12,8,20,342,Saturday
2018-12-08 21:00:00,21.20,2018-12-08,2018,12,8,21,342,Saturday
2018-12-08 22:00:00,20.40,2018-12-08,2018,12,8,22,342,Saturday
2018-12-08 23:00:00,20.00,2018-12-08,2018,12,8,23,342,Saturday
2018-12-09 00:00:00,19.20,2018-12-09,2018,12,9,0,343,Sunday
2018-12-09 01:00:00,19.30,2018-12-09,2018,12,9,1,343,Sunday
2018-12-09 02:00:00,19.20,2018-12-09,2018,12,9,2,343,Sunday
2018-12-09 03:00:00,18.80,2018-12-09,2018,12,9,3,343,Sunday
2018-12-09 04:00:00,18.60,2018-12-09,2018,12,9,4,343,Sunday
2018-12-09 05:00:00,17.90,2018-12-09,2018,12,9,5,343,Sunday
2018-12-09 06:00:00,19.70,2018-12-09,2018,12,9,6,343,Sunday
2018-12-09 07:00:00,20.50,2018-12-09,2018,12,9,7,343,Sunday
2018-12-09 08:00:00,21.30,2018-12-09,2018,12,9,8,343,Sunday
2018-12-09 09:00:00,22.20,2018-12-09,2018,12,9,9,343,Sunday
2018-12-09 10:00:00,23.30,2018-12-09,2018,12,9,10,343,Sunday
2018-12-09 11:00:00,24.20,2018-12-09,2018,12,9,11,343,Sunday
2018-12-09 12:00:00,24.00,2018-12-09,2018,12,9,12,343,Sunday
2018-12-09 13:00:00,24.00,2018-12-09,2018,12,9,13,343,Sunday
2018-12-09 14:00:00,24.40,2018-12-09,2018,12,9,14,343,Sunday
2018-12-09 15:00:00,24.30,2018-12-09,2018,12,9,15,343,Sunday
2018-12-09 16:00:00,23.90,2018-12-09,2018,12,9,16,343,Sunday
2018-12-09 17:00:00,23.40,2018-12-09,2018,12,9,17,343,Sunday
2018-12-09 18:00:00,22.90,2018-12-09,2018,12,9,18,343,Sunday
2018-12-09 19:00:00,22.60,2018-12-09,2018,12,9,19,343,Sunday
2018-12-09 20:00:00,22.00,2018-12-09,2018,12,9,20,343,Sunday
2018-12-09 21:00:00,21.90,2018-12-09,2018,12,9,21,343,Sunday
2018-12-09 22:00:00,21.50,2018-12-09,2018,12,9,22,343,Sunday
2018-12-09 23:00:00,21.30,2018-12-09,2018,12,9,23,343,Sunday
2018-12-10 00:00:00,21.30,2018-12-10,2018,12,10,0,344,Monday
2018-12-10 01:00:00,21.10,2018-12-10,2018,12,10,1,344,Monday
2018-12-10 02:00:00,20.70,2018-12-10,2018,12,10,2,344,Monday
2018-12-10 03:00:00,20.30,2018-12-10,2018,12,10,3,344,Monday
2018-12-10 04:00:00,20.20,2018-12-10,2018,12,10,4,344,Monday
2018-12-10 05:00:00,19.90,2018-12-10,2018,12,10,5,344,Monday
2018-12-10 06:00:00,20.90,2018-12-10,2018,12,10,6,344,Monday
2018-12-10 07:00:00,22.10,2018-12-10,2018,12,10,7,344,Monday
2018-12-10 08:00:00,23.40,2018-12-10,2018,12,10,8,344,Monday
2018-12-10 09:00:00,25.10,2018-12-10,2018,12,10,9,344,Monday
2018-12-10 10:00:00,26.40,2018-12-10,2018,12,10,10,344,Monday
2018-12-10 11:00:00,27.50,2018-12-10,2018,12,10,11,344,Monday
2018-12-10 12:00:00,28.00,2018-12-10,2018,12,10,12,344,Monday
2018-12-10 13:00:00,27.40,2018-12-10,2018,12,10,13,344,Monday
2018-12-10 14:00:00,27.00,2018-12-10,2018,12,10,14,344,Monday
2018-12-10 15:00:00,27.00,2018-12-10,2018,12,10,15,344,Monday
2018-12-10 16:00:00,26.80,2018-12-10,2018,12,10,16,344,Monday
2018-12-10 17:00:00,27.20,2018-12-10,2018,12,10,17,344,Monday
2018-12-10 18:00:00,26.10,2018-12-10,2018,12,10,18,344,Monday
2018-12-10 19:00:00,24.90,2018-12-10,2018,12,10,19,344,Monday
2018-12-10 20:00:00,24.10,2018-12-10,2018,12,10,20,344,Monday
2018-12-10 21:00:00,23.10,2018-12-10,2018,12,10,21,344,Monday
2018-12-10 22:00:00,22.10,2018-12-10,2018,12,10,22,344,Monday
2018-12-10 23:00:00,22.50,2018-12-10,2018,12,10,23,344,Monday
2018-12-11 00:00:00,21.90,2018-12-11,2018,12,11,0,345,Tuesday
2018-12-11 01:00:00,21.80,2018-12-11,2018,12,11,1,345,Tuesday
2018-12-11 02:00:00,22.20,2018-12-11,2018,12,11,2,345,Tuesday
2018-12-11 03:00:00,21.60,2018-12-11,2018,12,11,3,345,Tuesday
2018-12-11 04:00:00,21.20,2018-12-11,2018,12,11,4,345,Tuesday
2018-12-11 05:00:00,20.60,2018-12-11,2018,12,11,5,345,Tuesday
2018-12-11 06:00:00,23.10,2018-12-11,2018,12,11,6,345,Tuesday
2018-12-11 07:00:00,24.40,2018-12-11,2018,12,11,7,345,Tuesday
2018-12-11 08:00:00,26.00,2018-12-11,2018,12,11,8,345,Tuesday
2018-12-11 09:00:00,27.30,2018-12-11,2018,12,11,9,345,Tuesday
2018-12-11 10:00:00,28.90,2018-12-11,2018,12,11,10,345,Tuesday
2018-12-11 11:00:00,29.80,2018-12-11,2018,12,11,11,345,Tuesday
2018-12-11 12:00:00,30.10,2018-12-11,2018,12,11,12,345,Tuesday
2018-12-11 13:00:00,29.70,2018-12-11,2018,12,11,13,345,Tuesday
2018-12-11 14:00:00,28.90,2018-12-11,2018,12,11,14,345,Tuesday
2018-12-11 15:00:00,28.40,2018-12-11,2018,12,11,15,345,Tuesday
2018-12-11 16:00:00,28.30,2018-12-11,2018,12,11,16,345,Tuesday
2018-12-11 17:00:00,28.10,2018-12-11,2018,12,11,17,345,Tuesday
2018-12-11 18:00:00,26.90,2018-12-11,2018,12,11,18,345,Tuesday
2018-12-11 19:00:00,25.00,2018-12-11,2018,12,11,19,345,Tuesday
2018-12-11 20:00:00,24.50,2018-12-11,2018,12,11,20,345,Tuesday
2018-12-11 21:00:00,24.10,2018-12-11,2018,12,11,21,345,Tuesday
2018-12-11 22:00:00,23.40,2018-12-11,2018,12,11,22,345,Tuesday
2018-12-11 23:00:00,23.20,2018-12-11,2018,12,11,23,345,Tuesday
2018-12-12 00:00:00,23.00,2018-12-12,2018,12,12,0,346,Wednesday
2018-12-12 01:00:00,22.20,2018-12-12,2018,12,12,1,346,Wednesday
2018-12-12 02:00:00,23.30,2018-12-12,2018,12,12,2,346,Wednesday
2018-12-12 03:00:00,22.60,2018-12-12,2018,12,12,3,346,Wednesday
2018-12-12 04:00:00,22.30,2018-12-12,2018,12,12,4,346,Wednesday
2018-12-12 05:00:00,22.50,2018-12-12,2018,12,12,5,346,Wednesday
2018-12-12 06:00:00,23.60,2018-12-12,2018,12,12,6,346,Wednesday
2018-12-12 07:00:00,25.20,2018-12-12,2018,12,12,7,346,Wednesday
2018-12-12 08:00:00,26.70,2018-12-12,2018,12,12,8,346,Wednesday
2018-12-12 09:00:00,29.90,2018-12-12,2018,12,12,9,346,Wednesday
2018-12-12 10:00:00,31.60,2018-12-12,2018,12,12,10,346,Wednesday
2018-12-12 11:00:00,31.20,2018-12-12,2018,12,12,11,346,Wednesday
2018-12-12 12:00:00,29.70,2018-12-12,2018,12,12,12,346,Wednesday
2018-12-12 13:00:00,28.60,2018-12-12,2018,12,12,13,346,Wednesday
2018-12-12 14:00:00,28.40,2018-12-12,2018,12,12,14,346,Wednesday
2018-12-12 15:00:00,29.00,2018-12-12,2018,12,12,15,346,Wednesday
2018-12-12 16:00:00,29.00,2018-12-12,2018,12,12,16,346,Wednesday
2018-12-12 17:00:00,28.90,2018-12-12,2018,12,12,17,346,Wednesday
2018-12-12 18:00:00,28.00,2018-12-12,2018,12,12,18,346,Wednesday
2018-12-12 19:00:00,26.10,2018-12-12,2018,12,12,19,346,Wednesday
2018-12-12 20:00:00,27.40,2018-12-12,2018,12,12,20,346,Wednesday
2018-12-12 21:00:00,26.70,2018-12-12,2018,12,12,21,346,Wednesday
2018-12-12 22:00:00,26.40,2018-12-12,2018,12,12,22,346,Wednesday
2018-12-12 23:00:00,23.70,2018-12-12,2018,12,12,23,346,Wednesday
2018-12-13 00:00:00,23.60,2018-12-13,2018,12,13,0,347,Thursday
2018-12-13 01:00:00,23.70,2018-12-13,2018,12,13,1,347,Thursday
2018-12-13 02:00:00,25.70,2018-12-13,2018,12,13,2,347,Thursday
2018-12-13 03:00:00,23.20,2018-12-13,2018,12,13,3,347,Thursday
2018-12-13 04:00:00,23.00,2018-12-13,2018,12,13,4,347,Thursday
2018-12-13 05:00:00,22.90,2018-12-13,2018,12,13,5,347,Thursday
2018-12-13 06:00:00,25.10,2018-12-13,2018,12,13,6,347,Thursday
2018-12-13 07:00:00,26.90,2018-12-13,2018,12,13,7,347,Thursday
2018-12-13 08:00:00,28.70,2018-12-13,2018,12,13,8,347,Thursday
2018-12-13 09:00:00,30.80,2018-12-13,2018,12,13,9,347,Thursday
2018-12-13 10:00:00,32.00,2018-12-13,2018,12,13,10,347,Thursday
2018-12-13 11:00:00,32.60,2018-12-13,2018,12,13,11,347,Thursday
2018-12-13 12:00:00,32.90,2018-12-13,2018,12,13,12,347,Thursday
2018-12-13 13:00:00,32.70,2018-12-13,2018,12,13,13,347,Thursday
2018-12-13 14:00:00,32.50,2018-12-13,2018,12,13,14,347,Thursday
2018-12-13 15:00:00,32.10,2018-12-13,2018,12,13,15,347,Thursday
